,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
32991,Cedar Lake,Cedar Lake,41.3696,-87.4389,United States,US,USA,Indiana,,13725.0,1840009259
33001,Snoqualmie,Snoqualmie,47.5293,-121.8412,United States,US,USA,Washington,,13718.0,1840021119
33009,Arcadia,Arcadia,43.087,-77.0858,United States,US,USA,New York,,13715.0,1840087174
33011,Beacon,Beacon,41.5036,-73.9655,United States,US,USA,New York,,13713.0,1840000499
33014,Minneola,Minneola,28.6067,-81.7322,United States,US,USA,Florida,,13709.0,1840015081
33018,Mount Vernon,Mount Vernon,38.714,-77.1043,United States,US,USA,Virginia,,13707.0,1840006020
33020,Dallas,Dallas,33.9152,-84.8416,United States,US,USA,Georgia,,13704.0,1840014757
33026,Lone Tree,Lone Tree,39.5309,-104.8709,United States,US,USA,Colorado,,13701.0,1840020222
33027,Canton,Canton,40.5632,-90.0409,United States,US,USA,Illinois,,13701.0,1840007212
33031,McMinnville,McMinnville,35.6864,-85.7812,United States,US,USA,Tennessee,,13699.0,1840015385
33035,South Park,South Park,40.2988,-79.9944,United States,US,USA,Pennsylvania,,13695.0,1840150312
33037,Warrensville Heights,Warrensville Heights,41.4363,-81.5222,United States,US,USA,Ohio,,13694.0,1840003419
33038,Channahon,Channahon,41.421,-88.2599,United States,US,USA,Illinois,,13694.0,1840010214
33040,Lakeland,Lakeland,35.2585,-89.7308,United States,US,USA,Tennessee,,13693.0,1840014594
33050,Franklin Park,Franklin Park,40.4439,-74.5431,United States,US,USA,New Jersey,,13686.0,1840039889
33067,Melissa,Melissa,33.2891,-96.5573,United States,US,USA,Texas,,13671.0,1840020658
33074,Echelon,Echelon,39.8482,-74.9957,United States,US,USA,New Jersey,,13668.0,1840033470
33091,Shawangunk,Shawangunk,41.6335,-74.2654,United States,US,USA,New York,,13659.0,1840087908
33098,Callaway,Callaway,30.1349,-85.5568,United States,US,USA,Florida,,13656.0,1840013958
33103,Spring Garden,Spring Garden,39.9454,-76.7212,United States,US,USA,Pennsylvania,,13652.0,1840147124
33114,Salisbury,Salisbury,40.5768,-75.4535,United States,US,USA,Pennsylvania,,13645.0,1840148585
33118,North Branford,North Branford,41.3645,-72.7768,United States,US,USA,Connecticut,,13643.0,1840035511
33123,New Fairfield,New Fairfield,41.488,-73.4883,United States,US,USA,Connecticut,,13640.0,1840035500
33126,Shiloh,Shiloh,38.5534,-89.9161,United States,US,USA,Illinois,,13638.0,1840012877
33129,Cayce,Cayce,33.9459,-81.0429,United States,US,USA,South Carolina,,13637.0,1840014734
33132,Beach Park,Beach Park,42.426,-87.8583,United States,US,USA,Illinois,,13634.0,1840011149
33143,Conway,Conway,28.4968,-81.3316,United States,US,USA,Florida,,13630.0,1840013121
33157,Marion,Marion,35.2035,-90.2059,United States,US,USA,Arkansas,,13624.0,1840015445
33166,Kingston,Kingston,41.9862,-70.7482,United States,US,USA,Massachusetts,,13618.0,1840053680
33173,Speedway,Speedway,39.7937,-86.2481,United States,US,USA,Indiana,,13613.0,1840010574
33185,Brecksville,Brecksville,41.3079,-81.6192,United States,US,USA,Ohio,,13607.0,1840000590
33200,Santaquin,Santaquin,39.9708,-111.7941,United States,US,USA,Utah,,13602.0,1840021396
33204,Lakewood Park,Lakewood Park,27.539,-80.3865,United States,US,USA,Florida,,13600.0,1840014177
33211,South Charleston,South Charleston,38.3426,-81.7155,United States,US,USA,West Virginia,,13595.0,1840006200
33219,Endicott,Endicott,42.098,-76.0639,United States,US,USA,New York,,13588.0,1840004664
33233,York,York,43.186,-70.666,United States,US,USA,Maine,,13581.0,1840066551
33245,New Providence,New Providence,40.6996,-74.4035,United States,US,USA,New Jersey,,13570.0,1840001095
33260,Oak Park,Oak Park,34.185,-118.7669,United States,US,USA,California,,13561.0,1840019198
33262,Lake Wylie,Lake Wylie,35.0997,-81.0678,United States,US,USA,South Carolina,,13560.0,1840013518
33264,Marietta,Marietta,39.4241,-81.4465,United States,US,USA,Ohio,,13559.0,1840001545
33265,Blytheville,Blytheville,35.9321,-89.9051,United States,US,USA,Arkansas,,13559.0,1840013390
33267,Clinton,Clinton,40.6315,-74.8553,United States,US,USA,New Jersey,,13558.0,1840003604
33270,Connersville,Connersville,39.6582,-85.141,United States,US,USA,Indiana,,13556.0,1840007318
33274,Grass Valley,Grass Valley,39.2238,-121.0522,United States,US,USA,California,,13550.0,1840020225
33275,Western Springs,Western Springs,41.8023,-87.9006,United States,US,USA,Illinois,,13550.0,1840011333
33276,Malone,Malone,44.7956,-74.2859,United States,US,USA,New York,,13547.0,1840004067
33295,Port Neches,Port Neches,29.9765,-93.9459,United States,US,USA,Texas,,13534.0,1840020920
33300,Glen Carbon,Glen Carbon,38.758,-89.9822,United States,US,USA,Illinois,,13532.0,1840012795
33307,Lake Forest Park,Lake Forest Park,47.7574,-122.2864,United States,US,USA,Washington,,13529.0,1840019837
33315,Sault Ste. Marie,Sault Ste. Marie,46.4817,-84.3723,United States,US,USA,Michigan,,13523.0,1840003938
33333,Royse City,Royse City,32.9762,-96.3175,United States,US,USA,Texas,,13512.0,1840020718
33349,Henderson,Henderson,32.1576,-94.796,United States,US,USA,Texas,,13498.0,1840020767
33360,Seabrook,Seabrook,29.5751,-95.0235,United States,US,USA,Texas,,13487.0,1840022197
33378,Martinsville,Martinsville,36.6826,-79.8636,United States,US,USA,Virginia,,13476.0,1840001727
33400,Hockessin,Hockessin,39.7837,-75.6815,United States,US,USA,Delaware,,13464.0,1840005573
33411,Irondale,Irondale,33.5439,-86.6606,United States,US,USA,Alabama,,13457.0,1840014797
33417,Butler,Butler,40.8616,-79.8962,United States,US,USA,Pennsylvania,,13452.0,1840000857
33425,Lumberton,Lumberton,30.2562,-94.207,United States,US,USA,Texas,,13447.0,1840020896
33430,Glenpool,Glenpool,35.9488,-96.0052,United States,US,USA,Oklahoma,,13446.0,1840020384
33431,Eatontown,Eatontown,40.2913,-74.0558,United States,US,USA,New Jersey,,13446.0,1840003679
33436,Englewood,Englewood,39.8643,-84.307,United States,US,USA,Ohio,,13441.0,1840008435
33441,Jupiter Farms,Jupiter Farms,26.9222,-80.2189,United States,US,USA,Florida,,13437.0,1840042432
33445,River Ridge,River Ridge,29.9593,-90.2202,United States,US,USA,Louisiana,,13435.0,1840013995
33446,Plover,Plover,44.4615,-89.5382,United States,US,USA,Wisconsin,,13435.0,1840002328
33451,Marshall,Marshall,39.1147,-93.201,United States,US,USA,Missouri,,13431.0,1840008509
33455,Bardstown,Bardstown,37.8175,-85.455,United States,US,USA,Kentucky,,13425.0,1840013219
33461,King City,King City,36.2164,-121.133,United States,US,USA,California,,13419.0,1840020360
33462,Newington,Newington,38.7358,-77.1993,United States,US,USA,Virginia,,13419.0,1840006021
33473,Lewisville,Lewisville,36.103,-80.4166,United States,US,USA,North Carolina,,13413.0,1840016124
33474,Pottsville,Pottsville,40.6798,-76.2091,United States,US,USA,Pennsylvania,,13413.0,1840002775
33480,Pomfret,Pomfret,42.4029,-79.3534,United States,US,USA,New York,,13409.0,1840087818
33489,Rocky Point,Rocky Point,40.9357,-72.9364,United States,US,USA,New York,,13406.0,1840005070
33492,Atlantic Beach,Atlantic Beach,30.3375,-81.4127,United States,US,USA,Florida,,13404.0,1840013956
33495,Palos Verdes Estates,Palos Verdes Estates,33.7872,-118.3973,United States,US,USA,California,,13403.0,1840020503
33500,Oxford,Oxford,42.1286,-71.8665,United States,US,USA,Massachusetts,,13399.0,1840053601
33512,Nolensville,Nolensville,35.9572,-86.6719,United States,US,USA,Tennessee,,13393.0,1840016219
33528,Hopewell,Hopewell,40.5906,-80.2731,United States,US,USA,Pennsylvania,,13381.0,1840146082
33547,Elfers,Elfers,28.214,-82.723,United States,US,USA,Florida,,13373.0,1840013122
33548,Forrest City,Forrest City,35.0135,-90.7931,United States,US,USA,Arkansas,,13372.0,1840013522
33559,Kilgore,Kilgore,32.398,-94.8602,United States,US,USA,Texas,,13364.0,1840020747
33566,Lincolnwood,Lincolnwood,42.0054,-87.733,United States,US,USA,Illinois,,13358.0,1840011259
33584,Coolidge,Coolidge,32.9363,-111.5254,United States,US,USA,Arizona,,13347.0,1840019367
33588,Tehachapi,Tehachapi,35.1276,-118.4744,United States,US,USA,California,,13346.0,1840021737
33615,Amity,Amity,40.2905,-75.7477,United States,US,USA,Pennsylvania,,13330.0,1840151686
33617,Harwich,Harwich,41.6957,-70.0684,United States,US,USA,Massachusetts,,13329.0,1840070211
33627,Fort Campbell North,Fort Campbell North,36.6631,-87.4764,United States,US,USA,Kentucky,,13323.0,1840073832
33630,Washington,Washington,40.1741,-80.2465,United States,US,USA,Pennsylvania,,13322.0,1840003668
33640,Glendale,Glendale,43.1287,-87.9277,United States,US,USA,Wisconsin,,13313.0,1840003037
33641,Nesconset,Nesconset,40.8467,-73.1522,United States,US,USA,New York,,13313.0,1840005051
33642,Charlton,Charlton,42.1351,-71.968,United States,US,USA,Massachusetts,,13312.0,1840053584
33647,Sweden,Sweden,43.1791,-77.9406,United States,US,USA,New York,,13307.0,1840087957
33654,Palmetto,Palmetto,27.5251,-82.5749,United States,US,USA,Florida,,13304.0,1840015116
33664,Fruita,Fruita,39.1548,-108.7305,United States,US,USA,Colorado,,13296.0,1840020229
33668,Franconia,Franconia,40.3055,-75.359,United States,US,USA,Pennsylvania,,13293.0,1840102936
33670,Lake Station,Lake Station,41.5729,-87.2599,United States,US,USA,Indiana,,13292.0,1840008195
33689,Superior,Superior,39.934,-105.1588,United States,US,USA,Colorado,,13283.0,1840022425
33690,Clinton,Clinton,41.298,-72.53,United States,US,USA,Connecticut,,13283.0,1840034364
33695,Auburn,Auburn,41.3666,-85.0559,United States,US,USA,Indiana,,13281.0,1840007100
33709,Finneytown,Finneytown,39.2159,-84.5144,United States,US,USA,Ohio,,13271.0,1840034109
33712,Los Alamos,Los Alamos,35.8927,-106.2862,United States,US,USA,New Mexico,,13270.0,1840017779
33729,Smithfield,Smithfield,41.8349,-111.8265,United States,US,USA,Utah,,13263.0,1840021321
33734,Lahaina,Lahaina,20.8848,-156.6618,United States,US,USA,Hawaii,,13261.0,1840023234
33742,Bridgetown,Bridgetown,39.1552,-84.6359,United States,US,USA,Ohio,,13257.0,1840034100
33754,Woodinville,Woodinville,47.757,-122.1477,United States,US,USA,Washington,,13247.0,1840021121
33755,Las Vegas,Las Vegas,35.6011,-105.2206,United States,US,USA,New Mexico,,13247.0,1840020397
33757,Clayton,Clayton,39.8689,-84.3292,United States,US,USA,Ohio,,13246.0,1840010584
33774,Andrews,Andrews,32.3207,-102.552,United States,US,USA,Texas,,13234.0,1840019474
33778,Blue Ash,Blue Ash,39.248,-84.3827,United States,US,USA,Ohio,,13229.0,1840003812
33782,McCalla,McCalla,33.3023,-87.0302,United States,US,USA,Alabama,,13221.0,1840041400
33783,Monfort Heights,Monfort Heights,39.1823,-84.6075,United States,US,USA,Ohio,,13221.0,1840034325
33786,North Greenbush,North Greenbush,42.6706,-73.6633,United States,US,USA,New York,,13218.0,1840087735
33789,Lincoln,Lincoln,40.1508,-89.372,United States,US,USA,Illinois,,13217.0,1840009447
33796,La Grande,La Grande,45.3242,-118.0865,United States,US,USA,Oregon,,13212.0,1840019924
33810,Sharon,Sharon,41.234,-80.4998,United States,US,USA,Pennsylvania,,13203.0,1840003441
33823,Carnot-Moon,Carnot-Moon,40.5187,-80.2178,United States,US,USA,Pennsylvania,,13196.0,1840073606
33833,Steamboat Springs,Steamboat Springs,40.4777,-106.8243,United States,US,USA,Colorado,,13193.0,1840021374
33845,Mounds View,Mounds View,45.1071,-93.2076,United States,US,USA,Minnesota,,13187.0,1840007840
33849,Rogers,Rogers,45.1865,-93.5783,United States,US,USA,Minnesota,,13182.0,1840008932
33882,Iona,Iona,26.516,-81.9601,United States,US,USA,Florida,,13160.0,1840028702
33892,Stoughton,Stoughton,42.9237,-89.2225,United States,US,USA,Wisconsin,,13158.0,1840002901
33896,Azle,Azle,32.8955,-97.5379,United States,US,USA,Texas,,13157.0,1840019423
33916,Claiborne,Claiborne,32.5379,-92.1981,United States,US,USA,Louisiana,,13147.0,1840013811
33917,Berkeley Heights,Berkeley Heights,40.6764,-74.4244,United States,US,USA,New Jersey,,13147.0,1840081748
33945,Jennings,Jennings,38.7231,-90.2644,United States,US,USA,Missouri,,13129.0,1840008596
33950,Loveland,Loveland,39.2677,-84.2733,United States,US,USA,Ohio,,13125.0,1840003809
33974,Jensen Beach,Jensen Beach,27.2437,-80.2423,United States,US,USA,Florida,,13108.0,1840014190
33978,Medway,Medway,42.1535,-71.4291,United States,US,USA,Massachusetts,,13105.0,1840053674
33981,West Monroe,West Monroe,32.512,-92.1513,United States,US,USA,Louisiana,,13103.0,1840015795
33986,Moody,Moody,33.5986,-86.4963,United States,US,USA,Alabama,,13100.0,1840014770
33991,North Palm Beach,North Palm Beach,26.8217,-80.0576,United States,US,USA,Florida,,13096.0,1840018307
34003,Soddy-Daisy,Soddy-Daisy,35.2571,-85.1739,United States,US,USA,Tennessee,,13090.0,1840035990
34012,Dover,Dover,40.5304,-81.4806,United States,US,USA,Ohio,,13083.0,1840007217
34018,Harrison,Harrison,36.2438,-93.1198,United States,US,USA,Arkansas,,13081.0,1840013327
34019,Newton,Newton,35.663,-81.2335,United States,US,USA,North Carolina,,13081.0,1840014523
34022,Grand Terrace,Grand Terrace,34.0312,-117.3132,United States,US,USA,California,,13079.0,1840020403
34028,Jacksonville,Jacksonville,33.8088,-85.7545,United States,US,USA,Alabama,,13076.0,1840007433
34033,Cedar Grove,Cedar Grove,40.8565,-74.2288,United States,US,USA,New Jersey,,13073.0,1840081752
34034,Bedford,Bedford,41.3919,-81.536,United States,US,USA,Ohio,,13073.0,1840003396
34055,Annapolis Neck,Annapolis Neck,38.9409,-76.4997,United States,US,USA,Maryland,,13059.0,1840039445
34077,West Carrollton,West Carrollton,39.6701,-84.2542,United States,US,USA,Ohio,,13051.0,1840059955
34081,Rochester,Rochester,42.6866,-83.1198,United States,US,USA,Michigan,,13048.0,1840002428
34117,Portland,Portland,36.5921,-86.5239,United States,US,USA,Tennessee,,13031.0,1840014418
34119,Schodack,Schodack,42.5297,-73.6858,United States,US,USA,New York,,13030.0,1840087891
34121,Lansdowne,Lansdowne,39.0844,-77.4839,United States,US,USA,Virginia,,13029.0,1840041773
34127,Cambridge,Cambridge,38.5515,-76.0787,United States,US,USA,Maryland,,13026.0,1840006165
34133,Solana Beach,Solana Beach,32.9943,-117.2574,United States,US,USA,California,,13025.0,1840021993
34135,North Adams,North Adams,42.6844,-73.1166,United States,US,USA,Massachusetts,,13024.0,1840000423
34146,Parker,Parker,34.8513,-82.4512,United States,US,USA,South Carolina,,13019.0,1840035848
34170,St. Ann,St. Ann,38.7266,-90.3872,United States,US,USA,Missouri,,13007.0,1840009771
34181,Green Valley,Green Valley,39.3414,-77.24,United States,US,USA,Maryland,,12999.0,1840133409
34182,Meadville,Meadville,41.6476,-80.1468,United States,US,USA,Pennsylvania,,12999.0,1840000558
34184,Miami,Miami,36.8878,-94.8711,United States,US,USA,Oklahoma,,12997.0,1840020346
34188,Oatfield,Oatfield,45.4125,-122.594,United States,US,USA,Oregon,,12993.0,1840034837
34189,Joppatowne,Joppatowne,39.4181,-76.3516,United States,US,USA,Maryland,,12992.0,1840005665
34198,Montgomeryville,Montgomeryville,40.2502,-75.2405,United States,US,USA,Pennsylvania,,12988.0,1840005457
34207,South Daytona,South Daytona,29.1657,-81.0055,United States,US,USA,Florida,,12984.0,1840015950
34217,Kent,Kent,41.4735,-73.7319,United States,US,USA,New York,,12978.0,1840058632
34225,Trenton,Trenton,39.4792,-84.462,United States,US,USA,Ohio,,12973.0,1840003805
34228,Larkspur,Larkspur,37.9393,-122.5312,United States,US,USA,California,,12972.0,1840020261
34229,Timberlake,Timberlake,37.3167,-79.2481,United States,US,USA,Virginia,,12972.0,1840006437
34232,Bonita,Bonita,32.6651,-117.0296,United States,US,USA,California,,12970.0,1840018015
34242,Sun Village,Sun Village,34.5596,-117.9558,United States,US,USA,California,,12961.0,1840076298
34244,Broussard,Broussard,30.1396,-91.954,United States,US,USA,Louisiana,,12960.0,1840013964
34246,Overlea,Overlea,39.3642,-76.5175,United States,US,USA,Maryland,,12959.0,1840005683
34255,Claremont,Claremont,43.379,-72.3368,United States,US,USA,New Hampshire,,12955.0,1840002805
34281,Kingsbury,Kingsbury,43.344,-73.5396,United States,US,USA,New York,,12932.0,1840058216
34282,Ridge,Ridge,40.9068,-72.8816,United States,US,USA,New York,,12931.0,1840005068
34283,Vadnais Heights,Vadnais Heights,45.057,-93.0748,United States,US,USA,Minnesota,,12931.0,1840010004
34292,Pell City,Pell City,33.561,-86.2669,United States,US,USA,Alabama,,12923.0,1840014771
34304,Big Bear City,Big Bear City,34.2536,-116.7903,United States,US,USA,California,,12913.0,1840017797
34322,Beaufort,Beaufort,32.4597,-80.7235,United States,US,USA,South Carolina,,12899.0,1840013818
34334,Woodhaven,Woodhaven,42.132,-83.2374,United States,US,USA,Michigan,,12889.0,1840001848
34335,Holiday City-Berkeley,Holiday City-Berkeley,39.9639,-74.2787,United States,US,USA,New Jersey,,12889.0,1840073689
34340,Valencia West,Valencia West,32.1355,-111.1123,United States,US,USA,Arizona,,12887.0,1840074666
34354,New Hanover,New Hanover,40.3145,-75.5566,United States,US,USA,Pennsylvania,,12876.0,1840103521
34360,Lynnfield,Lynnfield,42.5356,-71.0382,United States,US,USA,Massachusetts,,12874.0,1840053531
34371,Richton Park,Richton Park,41.4816,-87.7387,United States,US,USA,Illinois,,12867.0,1840011283
34380,Cornwall,Cornwall,41.4195,-74.054,United States,US,USA,New York,,12864.0,1840087346
34387,New Kingman-Butler,New Kingman-Butler,35.2645,-114.0091,United States,US,USA,Arizona,,12858.0,1840037118
34388,East Hampton,East Hampton,41.5696,-72.5074,United States,US,USA,Connecticut,,12858.0,1840034616
34394,Newcastle,Newcastle,47.5304,-122.1633,United States,US,USA,Washington,,12855.0,1840019831
34395,El Dorado,El Dorado,37.821,-96.8613,United States,US,USA,Kansas,,12855.0,1840001676
34399,Levelland,Levelland,33.5806,-102.3635,United States,US,USA,Texas,,12854.0,1840020606
34400,Chino Valley,Chino Valley,34.7594,-112.412,United States,US,USA,Arizona,,12854.0,1840022753
34406,Weddington,Weddington,35.0228,-80.7383,United States,US,USA,North Carolina,,12851.0,1840016459
34411,Bloomsburg,Bloomsburg,41.0027,-76.4561,United States,US,USA,Pennsylvania,,12850.0,1840000811
34422,Florida City,Florida City,25.4418,-80.4685,United States,US,USA,Florida,,12844.0,1840014250
34423,Webb City,Webb City,37.1412,-94.4676,United States,US,USA,Missouri,,12843.0,1840010878
34426,Urbana,Urbana,39.3274,-77.3423,United States,US,USA,Maryland,,12841.0,1840024455
34429,Cheval,Cheval,28.1459,-82.5184,United States,US,USA,Florida,,12839.0,1840028977
34437,Northlake,Northlake,41.9142,-87.9054,United States,US,USA,Illinois,,12836.0,1840008131
34443,Braselton,Braselton,34.1087,-83.8127,United States,US,USA,Georgia,,12833.0,1840015596
34444,Holly Hill,Holly Hill,29.2442,-81.0465,United States,US,USA,Florida,,12833.0,1840015078
34465,White House,White House,36.4648,-86.6666,United States,US,USA,Tennessee,,12820.0,1840015274
34476,Wawarsing,Wawarsing,41.7526,-74.4172,United States,US,USA,New York,,12814.0,1840058585
34496,Guymon,Guymon,36.6903,-101.4774,United States,US,USA,Oklahoma,,12804.0,1840020350
34502,Harrison,Harrison,39.2584,-84.7868,United States,US,USA,Ohio,,12801.0,1840007381
34512,San Anselmo,San Anselmo,37.9821,-122.5699,United States,US,USA,California,,12795.0,1840022520
34515,Vinings,Vinings,33.8608,-84.4686,United States,US,USA,Georgia,,12793.0,1840013687
34535,Greenville,Greenville,40.1043,-84.6209,United States,US,USA,Ohio,,12785.0,1840008366
34536,Fostoria,Fostoria,41.16,-83.4121,United States,US,USA,Ohio,,12785.0,1840000820
34544,Santa Fe,Santa Fe,29.3889,-95.1003,United States,US,USA,Texas,,12782.0,1840022233
34552,Orangeburg,Orangeburg,33.4928,-80.8671,United States,US,USA,South Carolina,,12779.0,1840014812
34558,Medfield,Medfield,42.1848,-71.305,United States,US,USA,Massachusetts,,12775.0,1840053552
34560,Suamico,Suamico,44.6354,-88.0683,United States,US,USA,Wisconsin,,12774.0,1840000309
34561,Fort Lewis,Fort Lewis,47.0955,-122.5674,United States,US,USA,Washington,,12773.0,1840073933
34562,Waconia,Waconia,44.8422,-93.7896,United States,US,USA,Minnesota,,12773.0,1840010008
34563,Oakland,Oakland,41.0313,-74.2408,United States,US,USA,New Jersey,,12773.0,1840000912
34567,St. Marys,St. Marys,41.4574,-78.5342,United States,US,USA,Pennsylvania,,12771.0,1840000618
34573,Rantoul,Rantoul,40.3031,-88.1549,United States,US,USA,Illinois,,12766.0,1840012227
34575,Oneonta,Oneonta,42.4551,-75.0666,United States,US,USA,New York,,12764.0,1840000405
34576,Brock Hall,Brock Hall,38.8604,-76.7459,United States,US,USA,Maryland,,12764.0,1840024541
34588,Eufaula,Eufaula,31.9102,-85.1505,United States,US,USA,Alabama,,12753.0,1840001685
34590,Lumberton,Lumberton,39.9569,-74.8036,United States,US,USA,New Jersey,,12752.0,1840081622
34597,Orange City,Orange City,28.9348,-81.2881,United States,US,USA,Florida,,12748.0,1840015075
34602,Oxford,Oxford,41.4313,-73.135,United States,US,USA,Connecticut,,12744.0,1840035533
34608,Cheney,Cheney,47.4901,-117.579,United States,US,USA,Washington,,12743.0,1840018398
34614,Baker,Baker,30.5832,-91.1582,United States,US,USA,Louisiana,,12736.0,1840013939
34615,D'Iberville,D'Iberville,30.4709,-88.9011,United States,US,USA,Mississippi,,12736.0,1840015023
34620,Port Royal,Port Royal,32.3557,-80.7029,United States,US,USA,South Carolina,,12734.0,1840016975
34632,Jefferson,Jefferson,34.1373,-83.6021,United States,US,USA,Georgia,,12727.0,1840014723
34640,Mountain Home,Mountain Home,36.3351,-92.384,United States,US,USA,Arkansas,,12722.0,1840014452
34646,Athens,Athens,32.2041,-95.8321,United States,US,USA,Texas,,12719.0,1840019500
34678,Fernandina Beach,Fernandina Beach,30.6571,-81.4511,United States,US,USA,Florida,,12697.0,1840013929
34679,Lakeland South,Lakeland South,47.2786,-122.2826,United States,US,USA,Washington,,12696.0,1840074270
34688,Fulton,Fulton,38.8551,-91.951,United States,US,USA,Missouri,,12691.0,1840008560
34693,Lakeside,Lakeside,37.6132,-77.4768,United States,US,USA,Virginia,,12690.0,1840006392
34695,Dardenne Prairie,Dardenne Prairie,38.7565,-90.7319,United States,US,USA,Missouri,,12689.0,1840007428
34696,Wickliffe,Wickliffe,41.6072,-81.469,United States,US,USA,Ohio,,12688.0,1840000546
34699,Moncks Corner,Moncks Corner,33.173,-80.0107,United States,US,USA,South Carolina,,12685.0,1840016863
34703,Florence,Florence,40.0977,-74.7886,United States,US,USA,New Jersey,,12684.0,1840081638
34707,Lexington Park,Lexington Park,38.2528,-76.4424,United States,US,USA,Maryland,,12681.0,1840006231
34708,Mountain Park,Mountain Park,33.8458,-84.1314,United States,US,USA,Georgia,,12680.0,1840143063
34713,Grenada,Grenada,33.7816,-89.813,United States,US,USA,Mississippi,,12675.0,1840013717
34729,Paradise Valley,Paradise Valley,33.5434,-111.9595,United States,US,USA,Arizona,,12666.0,1840022913
34734,Amherst,Amherst,41.4022,-82.2303,United States,US,USA,Ohio,,12665.0,1840000640
34747,Trophy Club,Trophy Club,33.004,-97.1899,United States,US,USA,Texas,,12659.0,1840022993
34749,Verde Village,Verde Village,34.7119,-111.9941,United States,US,USA,Arizona,,12658.0,1840017843
34750,Winnetka,Winnetka,42.1064,-87.7421,United States,US,USA,Illinois,,12658.0,1840011317
34754,Florham Park,Florham Park,40.7773,-74.3953,United States,US,USA,New Jersey,,12655.0,1840003582
34761,Dunkirk,Dunkirk,42.4801,-79.3324,United States,US,USA,New York,,12651.0,1840000445
34773,Pennsville,Pennsville,39.6266,-75.5089,United States,US,USA,New Jersey,,12642.0,1840081664
34775,Newington Forest,Newington Forest,38.737,-77.2339,United States,US,USA,Virginia,,12641.0,1840041848
34781,Artesia,Artesia,32.8497,-104.4268,United States,US,USA,New Mexico,,12637.0,1840019443
34800,Goldenrod,Goldenrod,28.6114,-81.2916,United States,US,USA,Florida,,12629.0,1840014080
34802,Ulster,Ulster,41.9699,-74.0041,United States,US,USA,New York,,12628.0,1840087981
34809,Justice,Justice,41.7495,-87.8345,United States,US,USA,Illinois,,12625.0,1840011253
34823,San Marino,San Marino,34.1224,-118.1132,United States,US,USA,California,,12620.0,1840021863
34825,Smyrna,Smyrna,39.2935,-75.6083,United States,US,USA,Delaware,,12619.0,1840005820
34826,Mamakating,Mamakating,41.586,-74.4951,United States,US,USA,New York,,12619.0,1840087643
34843,Borger,Borger,35.6598,-101.4012,United States,US,USA,Texas,,12612.0,1840019083
34845,Brunswick,Brunswick,42.7558,-73.5903,United States,US,USA,New York,,12611.0,1840087244
34847,Festus,Festus,38.2194,-90.4097,United States,US,USA,Missouri,,12609.0,1840008652
34872,East Islip,East Islip,40.7257,-73.1869,United States,US,USA,New York,,12596.0,1840005036
34877,North Valley,North Valley,35.1736,-106.6231,United States,US,USA,New Mexico,,12594.0,1840033721
34883,Ottawa,Ottawa,38.5996,-95.2636,United States,US,USA,Kansas,,12592.0,1840003840
34884,Norwalk,Norwalk,41.4895,-93.6913,United States,US,USA,Iowa,,12592.0,1840008213
34886,Byram,Byram,32.189,-90.2861,United States,US,USA,Mississippi,,12591.0,1840023049
34894,Nanakuli,Nanakuli,21.3892,-158.1445,United States,US,USA,Hawaii,,12587.0,1840029531
34907,Branson,Branson,36.6509,-93.2636,United States,US,USA,Missouri,,12579.0,1840007659
34911,Geneva,Geneva,42.8645,-76.9826,United States,US,USA,New York,,12577.0,1840000393
34915,Prairie Ridge,Prairie Ridge,47.1438,-122.1408,United States,US,USA,Washington,,12575.0,1840037882
34924,Lake Tapps,Lake Tapps,47.2307,-122.1695,United States,US,USA,Washington,,12570.0,1840041971
34930,Kelso,Kelso,46.1236,-122.8909,United States,US,USA,Washington,,12566.0,1840018503
34937,Cloquet,Cloquet,46.7221,-92.4923,United States,US,USA,Minnesota,,12563.0,1840006646
34939,Brown Deer,Brown Deer,43.1743,-87.975,United States,US,USA,Wisconsin,,12562.0,1840003041
34945,Gaffney,Gaffney,35.0743,-81.6552,United States,US,USA,South Carolina,,12560.0,1840013515
34948,Windsor Locks,Windsor Locks,41.9267,-72.6544,United States,US,USA,Connecticut,,12559.0,1840033751
34970,Lindsay,Lindsay,36.2082,-119.0897,United States,US,USA,California,,12551.0,1840020367
34984,Woolwich,Woolwich,39.74,-75.317,United States,US,USA,New Jersey,,12546.0,1840081674
34988,Enumclaw,Enumclaw,47.2018,-121.9897,United States,US,USA,Washington,,12544.0,1840019825
35000,North Smithfield,North Smithfield,41.9727,-71.5514,United States,US,USA,Rhode Island,,12537.0,1840106199
35007,Tamalpais-Homestead Valley,Tamalpais-Homestead Valley,37.8793,-122.5382,United States,US,USA,California,,12535.0,1840074828
35008,Mendota,Mendota,36.7555,-120.3776,United States,US,USA,California,,12534.0,1840020321
35009,Melvindale,Melvindale,42.2802,-83.1782,United States,US,USA,Michigan,,12534.0,1840003986
35014,Fort Atkinson,Fort Atkinson,42.9253,-88.8442,United States,US,USA,Wisconsin,,12529.0,1840003004
35019,Wilmington,Wilmington,39.4362,-83.8141,United States,US,USA,Ohio,,12523.0,1840010630
35040,Sylacauga,Sylacauga,33.178,-86.2605,United States,US,USA,Alabama,,12512.0,1840015700
35043,Boone,Boone,42.0531,-93.877,United States,US,USA,Iowa,,12509.0,1840007012
35044,Cascades,Cascades,39.0464,-77.3874,United States,US,USA,Virginia,,12509.0,1840041712
